make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
volvo,0,1,4,3,1,0,163.8,243.5,123.6,110.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23171
volvo,0,1,4,3,1,0,163.9,243.6,123.7,110.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23172
volvo,0,1,4,3,1,0,164,243.7,123.8,110.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23173
volvo,0,1,4,3,1,0,164.1,243.8,123.9,110.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23174
volvo,0,1,4,3,1,0,164.2,243.9,124,110.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23175
volvo,0,1,4,3,1,0,164.3,244,124.1,110.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23176
volvo,0,1,4,3,1,0,164.4,244.1,124.2,110.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23177
volvo,0,1,4,3,1,0,164.5,244.2,124.3,110.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23178
volvo,0,1,4,3,1,0,164.6,244.3,124.4,111,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23179
volvo,0,1,4,3,1,0,164.7,244.4,124.5,111.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23180
volvo,0,1,4,3,1,0,164.8,244.5,124.6,111.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23181
volvo,0,1,4,3,1,0,164.9,244.6,124.7,111.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23182
volvo,0,1,4,3,1,0,165,244.7,124.8,111.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23183
volvo,0,1,4,3,1,0,165.1,244.8,124.9,111.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23184
volvo,0,1,4,3,1,0,165.2,244.9,125,111.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23185
volvo,0,1,4,3,1,0,165.3,245,125.1,111.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23186
volvo,0,1,4,3,1,0,165.4,245.1,125.2,111.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23187
volvo,0,1,4,3,1,0,165.5,245.2,125.3,111.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23188
volvo,0,1,4,3,1,0,165.6,245.3,125.4,112,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23189
volvo,0,1,4,3,1,0,165.7,245.4,125.5,112.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23190
volvo,0,1,4,3,1,0,165.8,245.5,125.6,112.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23191
volvo,0,1,4,3,1,0,165.9,245.6,125.7,112.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23192
volvo,0,1,4,3,1,0,166,245.7,125.8,112.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23193
volvo,0,1,4,3,1,0,166.1,245.8,125.9,112.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23194
volvo,0,1,4,3,1,0,166.2,245.9,126,112.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23195
volvo,0,1,4,3,1,0,166.3,246,126.1,112.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23196
volvo,0,1,4,3,1,0,166.4,246.1,126.2,112.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23197
volvo,0,1,4,3,1,0,166.5,246.2,126.3,112.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23198
volvo,0,1,4,3,1,0,166.6,246.3,126.4,113,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23199
volvo,0,1,4,3,1,0,166.7,246.4,126.5,113.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23200
volvo,0,1,4,3,1,0,166.8,246.5,126.6,113.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23201
volvo,0,1,4,3,1,0,166.9,246.6,126.7,113.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23202
volvo,0,1,4,3,1,0,167,246.7,126.8,113.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23203
volvo,0,1,4,3,1,0,167.1,246.8,126.9,113.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23204
volvo,0,1,4,3,1,0,167.2,246.9,127,113.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23205
volvo,0,1,4,3,1,0,167.3,247,127.1,113.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23206
volvo,0,1,4,3,1,0,167.4,247.1,127.2,113.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23207
volvo,0,1,4,3,1,0,167.5,247.2,127.3,113.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23208
volvo,0,1,4,3,1,0,167.6,247.3,127.4,114,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23209
volvo,0,1,4,3,1,0,167.7,247.4,127.5,114.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23210
volvo,0,1,4,3,1,0,167.8,247.5,127.6,114.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23211
volvo,0,1,4,3,1,0,167.9,247.6,127.7,114.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23212
volvo,0,1,4,3,1,0,168,247.7,127.8,114.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23213
volvo,0,1,4,3,1,0,168.1,247.8,127.9,114.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23214
volvo,0,1,4,3,1,0,168.2,247.9,128,114.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23215
volvo,0,1,4,3,1,0,168.3,248,128.1,114.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23216
volvo,0,1,4,3,1,0,168.4,248.1,128.2,114.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23217
volvo,0,1,4,3,1,0,168.5,248.2,128.3,114.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23218
volvo,0,1,4,3,1,0,168.6,248.3,128.4,115,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23219
volvo,0,1,4,3,1,0,168.7,248.4,128.5,115.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23220
volvo,0,1,4,3,1,0,168.8,248.5,128.6,115.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23221
volvo,0,1,4,3,1,0,168.9,248.6,128.7,115.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23222
volvo,0,1,4,3,1,0,169,248.7,128.8,115.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23223
volvo,0,1,4,3,1,0,169.1,248.8,128.9,115.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23224
volvo,0,1,4,3,1,0,169.2,248.9,129,115.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23225
volvo,0,1,4,3,1,0,169.3,249,129.1,115.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23226
volvo,0,1,4,3,1,0,169.4,249.1,129.2,115.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23227
volvo,0,1,4,3,1,0,169.5,249.2,129.3,115.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23228
volvo,0,1,4,3,1,0,169.6,249.3,129.4,116,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23229
volvo,0,1,4,3,1,0,169.7,249.4,129.5,116.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23230
volvo,0,1,4,3,1,0,169.8,249.5,129.6,116.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23231
volvo,0,1,4,3,1,0,169.9,249.6,129.7,116.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23232
volvo,0,1,4,3,1,0,170,249.7,129.8,116.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23233
volvo,0,1,4,3,1,0,170.1,249.8,129.9,116.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23234
volvo,0,1,4,3,1,0,170.2,249.9,130,116.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23235
volvo,0,1,4,3,1,0,170.3,250,130.1,116.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23236
volvo,0,1,4,3,1,0,170.4,250.1,130.2,116.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23237
volvo,0,1,4,3,1,0,170.5,250.2,130.3,116.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23238
volvo,0,1,4,3,1,0,170.6,250.3,130.4,117,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23239
volvo,0,1,4,3,1,0,170.7,250.4,130.5,117.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23240
volvo,0,1,4,3,1,0,170.8,250.5,130.6,117.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23241
volvo,0,1,4,3,1,0,170.9,250.6,130.7,117.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23242
volvo,0,1,4,3,1,0,171,250.7,130.8,117.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23243
volvo,0,1,4,3,1,0,171.1,250.8,130.9,117.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23244
volvo,0,1,4,3,1,0,171.2,250.9,131,117.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23245
volvo,0,1,4,3,1,0,171.3,251,131.1,117.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23246
volvo,0,1,4,3,1,0,171.4,251.1,131.2,117.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23247
volvo,0,1,4,3,1,0,171.5,251.2,131.3,117.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23248
volvo,0,1,4,3,1,0,171.6,251.3,131.4,118,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23249
volvo,0,1,4,3,1,0,171.7,251.4,131.5,118.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23250
volvo,0,1,4,3,1,0,171.8,251.5,131.6,118.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23251
volvo,0,1,4,3,1,0,171.9,251.6,131.7,118.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23252
volvo,0,1,4,3,1,0,172,251.7,131.8,118.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23253
volvo,0,1,4,3,1,0,172.1,251.8,131.9,118.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23254
volvo,0,1,4,3,1,0,172.2,251.9,132,118.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23255
volvo,0,1,4,3,1,0,172.3,252,132.1,118.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23256
volvo,0,1,4,3,1,0,172.4,252.1,132.2,118.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23257
volvo,0,1,4,3,1,0,172.5,252.2,132.3,118.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23258
volvo,0,1,4,3,1,0,172.6,252.3,132.4,119,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23259
volvo,0,1,4,3,1,0,172.7,252.4,132.5,119.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23260
volvo,0,1,4,3,1,0,172.8,252.5,132.6,119.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23261
volvo,0,1,4,3,1,0,172.9,252.6,132.7,119.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23262
volvo,0,1,4,3,1,0,173,252.7,132.8,119.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23263
volvo,0,1,4,3,1,0,173.1,252.8,132.9,119.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23264
volvo,0,1,4,3,1,0,173.2,252.9,133,119.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23265
volvo,0,1,4,3,1,0,173.3,253,133.1,119.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23266
volvo,0,1,4,3,1,0,173.4,253.1,133.2,119.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23267
volvo,0,1,4,3,1,0,173.5,253.2,133.3,119.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23268
volvo,0,1,4,3,1,0,173.6,253.3,133.4,120,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23269
volvo,0,1,4,3,1,0,173.7,253.4,133.5,120.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23270
volvo,0,1,4,3,1,0,173.8,253.5,133.6,120.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23271
volvo,0,1,4,3,1,0,173.9,253.6,133.7,120.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23272
volvo,0,1,4,3,1,0,174,253.7,133.8,120.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23273
volvo,0,1,4,3,1,0,174.1,253.8,133.9,120.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23274
volvo,0,1,4,3,1,0,174.2,253.9,134,120.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23275
volvo,0,1,4,3,1,0,174.3,254,134.1,120.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23276
volvo,0,1,4,3,1,0,174.4,254.1,134.2,120.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23277
volvo,0,1,4,3,1,0,174.5,254.2,134.3,120.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23278
volvo,0,1,4,3,1,0,174.6,254.3,134.4,121,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23279
volvo,0,1,4,3,1,0,174.7,254.4,134.5,121.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23280
volvo,0,1,4,3,1,0,174.8,254.5,134.6,121.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23281
volvo,0,1,4,3,1,0,174.9,254.6,134.7,121.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23282
volvo,0,1,4,3,1,0,175,254.7,134.8,121.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23283
volvo,0,1,4,3,1,0,175.1,254.8,134.9,121.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23284
volvo,0,1,4,3,1,0,175.2,254.9,135,121.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23285
volvo,0,1,4,3,1,0,175.3,255,135.1,121.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23286
volvo,0,1,4,3,1,0,175.4,255.1,135.2,121.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23287
volvo,0,1,4,3,1,0,175.5,255.2,135.3,121.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23288
volvo,0,1,4,3,1,0,175.6,255.3,135.4,122,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23289
volvo,0,1,4,3,1,0,175.7,255.4,135.5,122.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23290
volvo,0,1,4,3,1,0,175.8,255.5,135.6,122.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23291
volvo,0,1,4,3,1,0,175.9,255.6,135.7,122.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23292
volvo,0,1,4,3,1,0,176,255.7,135.8,122.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23293
volvo,0,1,4,3,1,0,176.1,255.8,135.9,122.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23294
volvo,0,1,4,3,1,0,176.2,255.9,136,122.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23295
volvo,0,1,4,3,1,0,176.3,256,136.1,122.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23296
volvo,0,1,4,3,1,0,176.4,256.1,136.2,122.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23297
volvo,0,1,4,3,1,0,176.5,256.2,136.3,122.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23298
volvo,0,1,4,3,1,0,176.6,256.3,136.4,123,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23299
volvo,0,1,4,3,1,0,176.7,256.4,136.5,123.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23300
volvo,0,1,4,3,1,0,176.8,256.5,136.6,123.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23301
volvo,0,1,4,3,1,0,176.9,256.6,136.7,123.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23302
volvo,0,1,4,3,1,0,177,256.7,136.8,123.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23303
volvo,0,1,4,3,1,0,177.1,256.8,136.9,123.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23304
volvo,0,1,4,3,1,0,177.2,256.9,137,123.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23305
volvo,0,1,4,3,1,0,177.3,257,137.1,123.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23306
volvo,0,1,4,3,1,0,177.4,257.1,137.2,123.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23307
volvo,0,1,4,3,1,0,177.5,257.2,137.3,123.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23308
volvo,0,1,4,3,1,0,177.6,257.3,137.4,124,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23309
volvo,0,1,4,3,1,0,177.7,257.4,137.5,124.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23310
volvo,0,1,4,3,1,0,177.8,257.5,137.6,124.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23311
volvo,0,1,4,3,1,0,177.9,257.6,137.7,124.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23312
volvo,0,1,4,3,1,0,178,257.7,137.8,124.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23313
volvo,0,1,4,3,1,0,178.1,257.8,137.9,124.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23314
volvo,0,1,4,3,1,0,178.2,257.9,138,124.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23315
volvo,0,1,4,3,1,0,178.3,258,138.1,124.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23316
volvo,0,1,4,3,1,0,178.4,258.1,138.2,124.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23317
volvo,0,1,4,3,1,0,178.5,258.2,138.3,124.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23318
volvo,0,1,4,3,1,0,178.6,258.3,138.4,125,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23319
volvo,0,1,4,3,1,0,178.7,258.4,138.5,125.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23320
volvo,0,1,4,3,1,0,178.8,258.5,138.6,125.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23321
volvo,0,1,4,3,1,0,178.9,258.6,138.7,125.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23322
volvo,0,1,4,3,1,0,179,258.7,138.8,125.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23323
volvo,0,1,4,3,1,0,179.1,258.8,138.9,125.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23324
volvo,0,1,4,3,1,0,179.2,258.9,139,125.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23325
volvo,0,1,4,3,1,0,179.3,259,139.1,125.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23326
volvo,0,1,4,3,1,0,179.4,259.1,139.2,125.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23327
volvo,0,1,4,3,1,0,179.5,259.2,139.3,125.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23328
volvo,0,1,4,3,1,0,179.6,259.3,139.4,126,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23329
volvo,0,1,4,3,1,0,179.7,259.4,139.5,126.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23330
volvo,0,1,4,3,1,0,179.8,259.5,139.6,126.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23331
volvo,0,1,4,3,1,0,179.9,259.6,139.7,126.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23332
volvo,0,1,4,3,1,0,180,259.7,139.8,126.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23333
volvo,0,1,4,3,1,0,180.1,259.8,139.9,126.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23334
volvo,0,1,4,3,1,0,180.2,259.9,140,126.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23335
volvo,0,1,4,3,1,0,180.3,260,140.1,126.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23336
volvo,0,1,4,3,1,0,180.4,260.1,140.2,126.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23337
volvo,0,1,4,3,1,0,180.5,260.2,140.3,126.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23338
volvo,0,1,4,3,1,0,180.6,260.3,140.4,127,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23339
volvo,0,1,4,3,1,0,180.7,260.4,140.5,127.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23340
volvo,0,1,4,3,1,0,180.8,260.5,140.6,127.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23341
volvo,0,1,4,3,1,0,180.9,260.6,140.7,127.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23342
volvo,0,1,4,3,1,0,181,260.7,140.8,127.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23343
volvo,0,1,4,3,1,0,181.1,260.8,140.9,127.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23344
volvo,0,1,4,3,1,0,181.2,260.9,141,127.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23345
volvo,0,1,4,3,1,0,181.3,261,141.1,127.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23346
volvo,0,1,4,3,1,0,181.4,261.1,141.2,127.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23347
volvo,0,1,4,3,1,0,181.5,261.2,141.3,127.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23348
volvo,0,1,4,3,1,0,181.6,261.3,141.4,128,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23349
volvo,0,1,4,3,1,0,181.7,261.4,141.5,128.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23350
volvo,0,1,4,3,1,0,181.8,261.5,141.6,128.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23351
volvo,0,1,4,3,1,0,181.9,261.6,141.7,128.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23352
volvo,0,1,4,3,1,0,182,261.7,141.8,128.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23353
volvo,0,1,4,3,1,0,182.1,261.8,141.9,128.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23354
volvo,0,1,4,3,1,0,182.2,261.9,142,128.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23355
volvo,0,1,4,3,1,0,182.3,262,142.1,128.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23356
volvo,0,1,4,3,1,0,182.4,262.1,142.2,128.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23357
volvo,0,1,4,3,1,0,182.5,262.2,142.3,128.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23358
volvo,0,1,4,3,1,0,182.6,262.3,142.4,129,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23359
volvo,0,1,4,3,1,0,182.7,262.4,142.5,129.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23360
volvo,0,1,4,3,1,0,182.8,262.5,142.6,129.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23361
volvo,0,1,4,3,1,0,182.9,262.6,142.7,129.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23362
volvo,0,1,4,3,1,0,183,262.7,142.8,129.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23363
volvo,0,1,4,3,1,0,183.1,262.8,142.9,129.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23364
volvo,0,1,4,3,1,0,183.2,262.9,143,129.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23365
volvo,0,1,4,3,1,0,183.3,263,143.1,129.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23366
volvo,0,1,4,3,1,0,183.4,263.1,143.2,129.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23367
volvo,0,1,4,3,1,0,183.5,263.2,143.3,129.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23368
volvo,0,1,4,3,1,0,183.6,263.3,143.4,130,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23369
volvo,0,1,4,3,1,0,183.7,263.4,143.5,130.1,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23370
volvo,0,1,4,3,1,0,183.8,263.5,143.6,130.2,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23371
volvo,0,1,4,3,1,0,183.9,263.6,143.7,130.3,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23372
volvo,0,1,4,3,1,0,184,263.7,143.8,130.4,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23373
volvo,0,1,4,3,1,0,184.1,263.8,143.9,130.5,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23374
volvo,0,1,4,3,1,0,184.2,263.9,144,130.6,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23375
volvo,0,1,4,3,1,0,184.3,264,144.1,130.7,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23376
volvo,0,1,4,3,1,0,184.4,264.1,144.2,130.8,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23377
volvo,0,1,4,3,1,0,184.5,264.2,144.3,130.9,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23378
volvo,0,1,4,3,1,0,184.6,264.3,144.4,131,3062,2,1,141,4,3.78,3.15,9.5,114,5400,19,25,23379
